Site,Mode,ModeFreq,Method
L36/1834-M1,96,0.99,Annual
L36/1836-M1,96,0.95,Annual
L36/1837-M1,96,0.98,Annual
L36/1837-M2,96,0.98,Annual
L36/1846-M1,96,0.9,Annual
L36/1848-M1,96,0.96,Annual
L36/1850-M1,96,0.98,Annual
L36/1854-M1,24,0.71,Annual
L36/1856-M1,96,0.75,Annual
L36/1857-M1,96,0.93,Annual
L36/1862-M1,96,0.99,Annual
L36/1873-M1,96,0.98,Annual
L36/1874-M1,96,0.98,Annual
L36/1885-M1,96,,Qtr4
L36/1886-M1,96,0.98,Annual
L36/1887-M1,96,0.98,Annual
L36/1888-M1,96,0.77,Annual
L36/1889-M1,96,0.97,Annual
L36/1898-M1,96,0.97,Annual
L36/1899-M1,96,0.94,Annual
L36/1900-M1,0,0.88,Annual
L36/1911-M1,96,0.64,Annual
L36/1913-M1,96,0.95,Annual
L36/1919-M1,96,0.81,Annual
L36/1929-M1,96,0.97,Annual
L36/1932-M1,96,0.99,Annual
L36/1933-M1,96,0.99,Annual
L36/1937-M1,24,0.91,Annual
L36/1939-M1,96,0.81,Annual
L36/1941-M1,88,,Qtr4
L36/1944-M1,96,0.99,Annual
L36/1981-M1,96,0.98,Annual
L36/1983-M1,96,0.77,Annual
L36/1985-M1,96,0.93,Annual
L36/1986-M1,96,,Qtr4
L36/1987-M1,96,0.67,Annual
L36/1993-M1,96,0.58,Annual
L36/1999-M1,96,0.97,Annual
L36/2004-M1,96,0.96,Annual
L36/2007-M1,96,0.95,Annual
L36/2007-M2,96,0.98,Annual
L36/2015-M1,96,0.97,Annual
L36/2016-M1,96,0.76,Annual
L36/2017-M1,96,0.99,Annual
L36/2024-M1,96,0.88,Annual
L36/2025-M1,96,0.87,Annual
L36/2027-M1,96,0.94,Annual
L36/2033-M1,96,0.93,Annual
L36/2034-M1,96,0.93,Annual
L36/2039-M1,96,0.9,Annual
L36/2040-M1,96,0.57,Annual
L36/2041-M1,96,0.92,Annual
L36/2044-M1,96,0.98,Annual
L36/2045-M1,96,0.98,Annual
L36/2046-M1,96,0.98,Annual
L36/2049-M1,96,0.74,Annual
L36/2050-M1,96,0.97,Annual
L36/2063-M1,96,0.89,Annual
L36/2067-M2,96,0.86,Annual
L36/2068-M1,96,0.99,Annual
L36/2073-M1,96,0.74,Annual
L36/2076-M1,96,0.98,Annual
L36/2077-M1,96,0.94,Annual
L36/2081-M1,96,0.99,Annual
L36/2082-M1,96,0.97,Annual
L36/2084-M1,92,nan,Qtr3
L36/2086-M1,0,0.99,Annual
L36/2088-M1,96,0.96,Annual
L36/2091-M1,96,0.78,Annual
L36/2096-M1,96,,Qtr4
L36/2098-M1,96,0.82,Annual
L36/2099-M1,288,0.96,Annual
L36/2102-M1,96,0.99,Annual
L36/2107-M1,96,0.98,Annual
L36/2110-M1,96,0.92,Annual
L36/2112-M1,96,0.67,Annual
L36/2118-M1,96,0.96,Annual
L36/2120-M1,96,0.94,Annual
L36/2124-M1,96,0.98,Annual
L36/2132-M1,96,nan,Qtr1
L36/2133-M1,96,0.97,Annual
L36/2135-M1,96,0.96,Annual
L36/2138-M1,288,nan,Qtr2
L36/2139-M1,96,0.99,Annual
L36/2150-M1,96,0.99,Annual
L36/2158-M1,96,0.86,Annual
L36/2159-M1,92,nan,Qtr3
L36/2171-M1,96,0.99,Annual
L36/2177-M1,96,0.96,Annual
L36/2186-M1,96,0.94,Annual
L36/2188-M1,96,0.99,Annual
L36/2189-M1,96,0.84,Annual
L36/2190-M1,96,0.92,Annual
L36/2194-M1,96,0.97,Annual
L36/2200-M1,96,,Qtr4
L36/2207-M1,96,0.92,Annual
L36/2208-M1,96,0.77,Annual
L36/2209-M1,96,0.93,Annual
L36/2211-M1,96,0.96,Annual
L36/2216-M1,96,0.96,Annual
L36/2218-M1,96,0.89,Annual
L36/2220-M1,96,0.61,Annual
L36/2221-M1,96,,Qtr4
L36/2224-M1,96,0.84,Annual
L36/2233-M1,96,0.92,Annual
L36/2238-M1,96,0.98,Annual
L36/2239-M1,96,0.96,Annual
L36/2240-M1,96,0.98,Annual
L36/2242-M1,96,0.8,Annual
L36/2245-M1,96,0.87,Annual
L36/2259-M1,96,0.98,Annual
L36/2260-M1,96,0.98,Annual
L36/2261-M1,96,0.99,Annual
L36/2262-M1,96,0.96,Annual
L36/2262-M2,96,0.97,Annual
L36/2262-M3,96,0.97,Annual
L36/2263-M1,96,0.27,Annual
L36/2264-M1,144,0.73,Annual
L36/2274-M1,96,0.98,Annual
L36/2275-M1,96,0.98,Annual
L36/2278-M1,96,0.98,Annual
L36/2284-M1,96,0.97,Annual
L36/2285-M1,0,0.99,Annual
L36/2286-M1,96,0.98,Annual
L36/2287-M1,96,0.89,Annual
L36/2291-M1,96,0.98,Annual
L36/2292-M1,96,0.88,Annual
L36/2294-M1,96,0.9,Annual
L36/2295-M1,96,0.97,Annual
L36/2310-M1,96,0.99,Annual
L36/2311-M1,96,0.93,Annual
L36/2316-M1,96,0.96,Annual
L36/2316-M2,96,0.94,Annual
L36/2324-M1,96,0.99,Annual
L36/2333-M1,96,0.99,Annual
L36/2337-M1,96,0.92,Annual
L36/2340-M1,96,0.98,Annual
L36/2341-M1,96,0.84,Annual
L36/2349-M1,96,0.92,Annual
L36/2361-M1,96,0.91,Annual
L36/2364-M1,96,0.87,Annual
L36/2373-M1,96,0.94,Annual
L36/2374-M1,96,0.94,Annual
L36/2379-M1,24,0.91,Annual
L36/2381-M1,96,0.99,Annual
L36/2400-M1,96,0.98,Annual
L36/2411-M1,96,0.88,Annual
L36/2421-M1,96,0.97,Annual
L36/2436-M1,96,0.89,Annual
L36/2454-M1,96,0.97,Annual
L36/2457-M1,96,0.6,Annual
L36/2459-M1,96,0.9,Annual
L36/2460-M1,96,0.91,Annual
L37/0002-M1,96,0.58,Annual
L37/0004-M1,96,0.83,Annual
L37/0005-M1,96,0.98,Annual
L37/0006-M1,92,nan,Qtr3
L37/0009-M1,96,0.93,Annual
L37/0011-M1,96,0.93,Annual
L37/0012-M1,96,nan,Qtr1
L37/0014-M1,96,0.83,Annual
L37/0016-M1,96,nan,Qtr2
L37/0019-M1,96,0.72,Annual
L37/0020-M1,96,0.97,Annual
L37/0028-M1,96,0.98,Annual
L37/0030-M1,96,0.95,Annual
L37/0032-M1,96,0.62,Annual
L37/0033-M1,96,0.93,Annual
L37/0034-M1,0,0.93,Annual
L37/0037-M1,96,0.9,Annual
L37/0039-M1,96,0.42,Annual
L37/0040-M1,96,0.36,Annual
L37/0046-M1,96,0.63,Annual
L37/0049-M1,96,0.91,Annual
L37/0051-M1,96,0.95,Annual
L37/0052-M1,96,0.98,Annual
L37/0058-M1,96,0.95,Annual
L37/0058-M2,96,0.96,Annual
L37/0058-M3,96,0.95,Annual
L37/0060-M1,96,0.91,Annual
L37/0061-M1,96,0.99,Annual
L37/0070-M1,96,0.81,Annual
L37/0071-M1,96,0.97,Annual
L37/0072-M1,96,0.95,Annual
L37/0075-M1,96,0.92,Annual
L37/0076-M1,96,0.98,Annual
L37/0077-M1,96,1,Annual
L37/0078-M1,96,0.8,Annual
L37/0080-M1,96,0.84,Annual
L37/0081-M1,96,0.98,Annual
L37/0087-M1,96,nan,Qtr3
L37/0089-M1,96,nan,Qtr3
L37/0095-M1,0,0.87,Annual
L37/0096-M1,96,0.96,Annual
L37/0097-M1,0,0.87,Annual
L37/0102-M1,96,0.8,Annual
L37/0103-M1,0,0.88,Annual
L37/0106-M1,96,nan,Qtr3
L37/0108-M1,96,0.99,Annual
L37/0111-M1,96,0.67,Annual
L37/0112-M1,96,0.96,Annual
L37/0118-M1,96,0.49,Annual
L37/0119-M1,96,0.94,Annual
L37/0121-M1,24,0.9,Annual
L37/0122-M1,96,0.99,Annual
L37/0127-M1,88,nan,Qtr3
L37/0128-M1,96,0.89,Annual
L37/0136-M1,96,0.88,Annual
L37/0141-M1,96,0.98,Annual
L37/0143-M1,96,0.63,Annual
L37/0144-M1,96,0.72,Annual
L37/0147-M1,96,0.99,Annual
L37/0152-M1,96,0.94,Annual
L37/0160-M1,96,0.78,Annual
L37/0161-M1,96,0.74,Annual
L37/0162-M1,96,0.61,Annual
L37/0165-M1,96,0.83,Annual
L37/0167-M1,96,0.88,Annual
L37/0169-M1,96,0.38,Annual
L37/0174-M1,96,0.86,Annual
L37/0175-M1,96,0.94,Annual
L37/0176-M1,96,,Qtr4
L37/0177-M1,96,0.36,Annual
L37/0178-M1,96,0.8,Annual
L37/0179-M1,96,0.98,Annual
L37/0180-M1,96,0.4,Annual
L37/0182-M1,96,0.38,Annual
L37/0187-M1,96,0.95,Annual
L37/0193-M1,96,0.95,Annual
L37/0194-M1,0,0.82,Annual
L37/0197-M1,96,0.96,Annual
L37/0198-M1,96,0.93,Annual
L37/0199-M1,96,0.96,Annual
L37/0201-M1,96,,Qtr4
L37/0203-M1,96,0.97,Annual
L37/0204-M1,96,0.93,Annual
L37/0209-M1,96,nan,Qtr3
L37/0220-M1,96,,Qtr4
L37/0225-M1,96,0.96,Annual
L37/0230-M1,96,0.93,Annual
L37/0237-M1,24,0.9,Annual
L37/0239-M1,96,0.96,Annual
L37/0252-M1,96,nan,Qtr3
L37/0255-M1,96,0.87,Annual
L37/0266-M1,96,0.88,Annual
L37/0267-M1,96,nan,Qtr1
L37/0327-M1,0,1,Annual
L37/0327-M2,0,1,Annual
L37/0348-M1,96,0.89,Annual
L37/0374-M1,96,,Qtr4
L37/0386-M1,0,0.87,Annual
L37/0389-M1,96,0.34,Annual
L37/0398-M1,0,0.87,Annual
L37/0399-M1,96,0.96,Annual
L37/0414-M1,96,0.48,Annual
L37/0416-M1,96,0.37,Annual
L37/0428-M1,96,nan,Qtr1
L37/0429-M1,96,nan,Qtr1
L37/0431-M1,96,0.88,Annual
L37/0432-M1,96,0.87,Annual
L37/0433-M1,96,nan,Qtr1
L37/0435-M1,96,0.96,Annual
L37/0442-M1,96,0.95,Annual
L37/0445-M1,96,0.96,Annual
L37/0446-M1,96,0.92,Annual
L37/0452-M1,96,0.92,Annual
L37/0454-M1,96,0.73,Annual
L37/0455-M1,0,0.98,Annual
L37/0462-M1,96,0.88,Annual
L37/0465-M1,96,0.82,Annual
L37/0466-M1,96,0.84,Annual
L37/0467-M1,96,nan,Qtr3
L37/0468-M1,96,nan,Qtr3
L37/0473-M1,96,0.79,Annual
L37/0474-M1,96,0.93,Annual
L37/0483-M1,96,0.87,Annual
L37/0485-M1,96,0.99,Annual
L37/0487-M1,96,0.79,Annual
L37/0489-M1,96,0.96,Annual
L37/0491-M1,96,0.87,Annual
L37/0493-M1,0,0.99,Annual
L37/0494-M1,96,0.85,Annual
L37/0496-M1,96,0.92,Annual
L37/0501-M1,0,0.95,Annual
L37/0506-M1,0,0.99,Annual
L37/0508-M1,96,0.89,Annual
L37/0510-M1,96,0.83,Annual
L37/0521-M1,96,nan,Qtr3
L37/0522-M1,96,nan,Qtr3
L37/0523-M1,96,nan,Qtr3
L37/0526-M1,96,0.98,Annual
L37/0545-M1,96,0.7,Annual
L37/0558-M1,24,nan,Qtr3
L37/0563-M1,96,0.87,Annual
L37/0565-M1,96,0.78,Annual
L37/0568-M1,24,0.91,Annual
L37/0569-M1,96,0.96,Annual
L37/0570-M1,96,nan,Qtr1
L37/0571-M1,96,0.88,Annual
L37/0572-M1,96,0.97,Annual
L37/0575-M1,96,0.99,Annual
L37/0576-M1,96,0.96,Annual
L37/0577-M1,96,0.96,Annual
L37/0577-M2,96,0.96,Annual
L37/0577-M3,96,0.96,Annual
L37/0584-M1,96,0.89,Annual
L37/0586-M1,96,0.97,Annual
L37/0591-M1,96,0.98,Annual
L37/0595-M1,96,0.96,Annual
L37/0603-M1,96,0.86,Annual
L37/0604-M1,96,0.84,Annual
L37/0607-M1,96,0.98,Annual
L37/0608-M1,96,0.73,Annual
L37/0612-M1,96,0.96,Annual
L37/0614-M1,96,0.86,Annual
L37/0615-M1,96,0.98,Annual
L37/0617-M1,96,0.94,Annual
L37/0618-M1,96,0.94,Annual
L37/0620-M1,96,0.97,Annual
L37/0626-M1,96,0.74,Annual
L37/0627-M1,96,0.94,Annual
L37/0633-M1,96,0.93,Annual
L37/0636-M1,96,0.87,Annual
L37/0637-M1,96,0.94,Annual
L37/0638-M1,96,0.88,Annual
L37/0639-M1,96,0.61,Annual
L37/0647-M1,96,nan,Qtr1
L37/0651-M1,0,0.93,Annual
L37/0670-M1,96,0.87,Annual
L37/0674-M1,96,0.94,Annual
L37/0675-M1,96,0.75,Annual
L37/0675-M2,96,0.97,Annual
L37/0676-M1,96,0.93,Annual
L37/0684-M1,96,0.97,Annual
L37/0690-M1,96,0.97,Annual
L37/0691-M1,96,0.95,Annual
L37/0695-M1,96,nan,Qtr1
L37/0710-M1,96,0.67,Annual
L37/0717-M1,96,0.81,Annual
L37/0718-M1,96,0.9,Annual
L37/0720-M1,96,0.59,Annual
L37/0721-M1,96,0.78,Annual
L37/0723-M1,96,0.92,Annual
L37/0727-M1,96,0.95,Annual
L37/0728-M1,96,0.86,Annual
L37/0730-M1,96,0.58,Annual
L37/0731-M1,96,0.98,Annual
L37/0732-M1,96,0.94,Annual
L37/0740-M1,96,0.96,Annual
L37/0743-M1,0,0.99,Annual
L37/0744-M1,96,0.86,Annual
L37/0752-M1,96,0.9,Annual
L37/0754-M1,0,0.93,Annual
L37/0756-M1,96,0.94,Annual
L37/0779-M1,92,nan,Qtr3
L37/0782-M1,96,0.94,Annual
L37/0789-M1,96,0.89,Annual
L37/0796-M1,96,0.94,Annual
L37/0798-M1,96,0.94,Annual
L37/0799-M1,96,0.96,Annual
L37/0800-M1,96,0.97,Annual
L37/0800-M2,96,0.95,Annual
L37/0804-M1,0,0.99,Annual
L37/0805-M1,96,0.92,Annual
L37/0809-M1,96,0.89,Annual
L37/0817-M1,96,0.86,Annual
L37/0820-M1,24,0.9,Annual
L37/0833-M1,96,0.31,Annual
L37/0834-M1,0,0.92,Annual
L37/0836-M1,96,0.96,Annual
L37/0837-M1,96,0.8,Annual
L37/0842-M1,96,nan,Qtr3
L37/0843-M1,96,0.81,Annual
L37/0845-M1,96,nan,Qtr2
L37/0846-M1,96,0.87,Annual
L37/0848-M1,96,0.65,Annual
L37/0853-M1,96,0.72,Annual
L37/0854-M1,96,0.97,Annual
L37/0865-M1,96,0.36,Annual
L37/0868-M1,96,0.76,Annual
L37/0874-M1,96,0.95,Annual
L37/0877-M1,96,0.92,Annual
L37/0879-M1,96,0.97,Annual
L37/0881-M1,96,0.99,Annual
L37/0882-M1,96,0.99,Annual
L37/0883-M1,96,0.98,Annual
L37/0885-M1,96,0.98,Annual
L37/0886-M1,96,0.99,Annual
L37/0887-M1,96,0.99,Annual
L37/0888-M1,96,0.65,Annual
L37/0889-M1,96,0.97,Annual
L37/0925-M1,96,0.94,Annual
L37/0926-M1,96,0.96,Annual
L37/0927-M1,96,0.98,Annual
L37/0941-M1,96,0.88,Annual
L37/0967-M1,96,0.93,Annual
L37/0968-M1,96,0.96,Annual
L37/0974-M1,96,0.37,Annual
L37/0982-M1,96,0.9,Annual
L37/0991-M1,0,0.99,Annual
L37/1010-M1,96,0.19,Annual
L37/1011-M1,96,0.91,Annual
L37/1018-M1,96,0.91,Annual
L37/1019-M1,96,0.34,Annual
L37/1021-M1,96,0.85,Annual
L37/1022-M1,96,0.9,Annual
L37/1025-M1,96,0.57,Annual
L37/1028-M1,96,0.41,Annual
L37/1029-M1,96,0.93,Annual
L37/1032-M1,96,0.89,Annual
L37/1034-M1,96,0.94,Annual
L37/1036-M1,96,0.94,Annual
L37/1037-M1,96,0.92,Annual
L37/1038-M1,96,0.93,Annual
L37/1043-M1,96,0.8,Annual
L37/1045-M1,0,0.99,Annual
L37/1047-M1,96,0.98,Annual
L37/1048-M1,96,0.67,Annual
L37/1052-M1,96,0.8,Annual
L37/1058-M1,96,0.42,Annual
L37/1059-M1,96,nan,Qtr1
L37/1070-M1,96,0.92,Annual
L37/1078-M1,96,0.91,Annual
L37/1083-M1,96,0.75,Annual
L37/1085-M1,96,0.87,Annual
L37/1108-M1,96,0.76,Annual
L37/1121-M1,96,0.94,Annual
L37/1122-M1,96,0.88,Annual
L37/1140-M1,96,0.77,Annual
L37/1141-M1,96,0.96,Annual
L37/1142-M1,96,nan,Qtr1
L37/1143-M1,96,0.46,Annual
L37/1144-M1,96,0.89,Annual
L37/1145-M1,92,,Qtr4
L37/1159-M1,96,0.88,Annual
L37/1166-M1,96,0.93,Annual
L37/1167-M1,96,0.98,Annual
L37/1169-M1,96,0.33,Annual
L37/1170-M1,96,0.99,Annual
L37/1171-M1,96,0.95,Annual
L37/1175-M1,96,0.99,Annual
L37/1186-M1,96,0.74,Annual
L37/1196-M1,96,0.97,Annual
L37/1197-M1,24,0.92,Annual
L37/1203-M1,96,nan,Qtr1
L37/1213-M1,96,0.66,Annual
L37/1215-M1,24,0.92,Annual
L37/1217-M1,96,0.94,Annual
L37/1220-M1,96,0.94,Annual
L37/1238-M1,96,0.91,Annual
L37/1239-M1,96,0.78,Annual
L37/1240-M1,92,nan,Qtr3
L37/1241-M1,96,0.62,Annual
L37/1243-M1,96,0.98,Annual
L37/1251-M1,96,0.86,Annual
L37/1253-M1,96,0.93,Annual
L37/1254-M1,96,0.76,Annual
L37/1256-M1,96,0.89,Annual
L37/1257-M1,96,0.89,Annual
L37/1259-M1,96,0.96,Annual
L37/1260-M1,96,0.96,Annual
L37/1262-M1,96,nan,Qtr3
L37/1264-M1,96,0.93,Annual
L37/1270-M1,24,0.88,Annual
L37/1271-M1,96,,Qtr4
L37/1275-M1,96,0.35,Annual
L37/1278-M1,96,0.96,Annual
L37/1282-M1,96,0.65,Annual
L37/1284-M3,0,1,Annual
L37/1286-M1,96,0.99,Annual
L37/1287-M1,96,0.98,Annual
L37/1288-M1,96,0.83,Annual
L37/1289-M1,96,0.96,Annual
L37/1361-M1,96,0.99,Annual
L37/1362-M1,96,0.99,Annual
L37/1364-M1,96,0.99,Annual
L37/1365-M1,96,0.96,Annual
L37/1366-M1,96,0.98,Annual
L37/1367-M1,96,0.97,Annual
L37/1369-M1,92,nan,Qtr3
L37/1385-M1,96,0.7,Annual
L37/1386-M1,96,0.37,Annual
L37/1389-M1,0,0.92,Annual
L37/1395-M1,96,0.99,Annual
L37/1396-M1,96,,Qtr4
L37/1401-M1,96,0.93,Annual
L37/1402-M1,96,0.99,Annual
L37/1407-M1,96,0.77,Annual
L37/1408-M1,96,0.45,Annual
L37/1410-M1,96,0.96,Annual
L37/1411-M1,96,0.97,Annual
L37/1413-M1,96,0.91,Annual
L37/1419-M1,96,0.84,Annual
L37/1423-M1,0,0.93,Annual
L37/1428-M1,96,0.91,Annual
L37/1430-M1,24,0.88,Annual
L37/1434-M1,96,0.3,Annual
L37/1456-M1,96,0.98,Annual
L37/1474-M1,96,0.92,Annual
L37/1475-M1,96,0.94,Annual
L37/1479-M1,96,0.9,Annual
L37/1480-M1,96,0.32,Annual
L37/1486-M1,24,0.9,Annual
L37/1510-M1,96,0.92,Annual
L37/1511-M1,96,0.92,Annual
L37/1514-M1,96,0.99,Annual
L37/1521-M1,96,0.77,Annual
L37/1529-M1,96,0.99,Annual
L37/1534-M1,96,0.99,Annual
L37/1543-M1,0,0.98,Annual
L37/1544-M1,96,0.91,Annual
L37/1549-M1,24,0.92,Annual
L37/1554-M1,96,0.85,Annual
L37/1555-M1,96,0.52,Annual
L37/1556-M1,96,0.84,Annual
L37/1559-M1,96,0.89,Annual
L37/1561-M1,0,0.87,Annual
L37/1567-M1,96,,Qtr4
L37/1568-M1,96,0.87,Annual
L37/1577-M1,96,0.97,Annual
L37/1631-M1,96,0.95,Annual
L37/1680-M1,96,0.83,Annual
L37/1683-M1,96,0.95,Annual
L37/1688-M1,96,,Qtr4
L37/1689-M1,0,1,Annual
L37/1700-M1,96,0.84,Annual
L37/1703-M1,96,0.9,Annual
L37/1706-M1,96,0.93,Annual
L37/1712-M1,96,0.94,Annual
L37/1718-M1,96,0.85,Annual
L37/1726-M1,96,0.77,Annual
L37/1727-M1,96,,Qtr4
L37/1740-M1,96,0.66,Annual
L37/1751-M1,96,0.82,Annual
L37/1754-M1,96,0.92,Annual
L37/1760-M1,96,0.75,Annual
L37/1762-M1,96,0.59,Annual
L37/1763-M1,96,0.85,Annual
L37/1767-M1,96,0.96,Annual
L37/1768-M1,96,0.91,Annual
L37/1770-M1,96,0.73,Annual
L37/1771-M1,96,0.76,Annual
L37/1774-M1,96,0.86,Annual
L37/1775-M1,96,0.71,Annual
L37:0143-M1,96,0.63,Annual
L37:0144-M1,96,0.72,Annual
M32/0006-M1,96,0.95,Annual
M33/0193-M1,96,0.78,Annual
M33/0213-M1,96,0.99,Annual
M33/0215-M1,96,0.99,Annual
M33/0225-M1,96,0.99,Annual
M33/0235-M1,96,0.99,Annual
M33/0243-M1,96,0.99,Annual
M33/0252-M1,96,0.86,Annual
M33/0253-M1,96,0.76,Annual
M33/0258-M1,96,0.77,Annual
M33/0260-M1,96,0.99,Annual
M33/0267-M1,96,0.99,Annual
M33/0272-M1,96,0.99,Annual
M33/0275-M1,96,0.78,Annual
M33/0287-M1,96,0.84,Annual
M33/0288-M1,96,0.78,Annual
M33/0294-M1,96,0.99,Annual
M33/0297-M1,96,0.56,Annual
M33/0301-M1,96,0.99,Annual
M33/0307-M1,0,0.8,Annual
M33/0312-M1,96,0.93,Annual
M33/0318-M1,96,0.99,Annual
M33/0321-M1,96,0.99,Annual
M33/0328-M1,96,0.98,Annual
M33/0329-M1,96,0.98,Annual
M33/0338-M1,96,0.98,Annual
M33/0339-M1,96,0.99,Annual
M33/0344-M1,96,0.87,Annual
M33/0354-M1,96,0.99,Annual
M33/0368-M1,96,0.95,Annual
M33/0369-M1,96,0.98,Annual
M33/0370-M1,96,0.98,Annual
M33/0371-M1,96,0.94,Annual
M33/0372-M1,96,1,Annual
M33/0376-M1,96,0.98,Annual
M33/0378-M1,0,0.98,Annual
M33/0384-M1,96,0.99,Annual
M33/0385-M1,96,nan,Qtr3
M33/0392-M1,96,0.98,Annual
M33/0394-M1,96,0.89,Annual
M33/0408-M1,96,0.99,Annual
M33/0412-M1,96,0.92,Annual
M34/0243-M1,96,0.77,Annual
M34/0346-M1,96,0.94,Annual
M34/0416-M1,96,0.95,Annual
M34/0491-M1,92,nan,Qtr2
M34/0499-M1,96,nan,Qtr2
M34/0574-M1,96,1,Annual
M34/0605-M1,96,0.96,Annual
M34/0629-M1,96,0.93,Annual
M34/0642-M1,96,0.77,Annual
M34/0657-M1,96,0.95,Annual
M34/0694-M1,96,0.91,Annual
M34/0695-M1,96,0.96,Annual
M34/0697-M1,96,0.96,Annual
M34/0703-M1,96,0.89,Annual
M34/0726-M1,96,0.93,Annual
M34/0802-M1,96,0.85,Annual
M34/5531-M1,96,0.9,Annual
M34/5540-M1,96,0.92,Annual
M34/5570-M1,96,1,Annual
M34/5573-M1,96,nan,Qtr1
M34/5574-M1,96,0.84,Annual
M34/5575-M1,96,0.93,Annual
M34/5606-M1,96,nan,Qtr2
M34/5621-M1,96,0.87,Annual
M34/5624-M1,96,0.51,Annual
M34/5625-M1,96,0.99,Annual
M34/5629-M1,92,nan,Qtr2
M34/5652-M1,96,0.95,Annual
M34/5677-M1,96,0.83,Annual
M34/5680-M1,0,0.99,Annual
M34/5681-M1,96,0.99,Annual
M34/5690-M1,96,0.96,Annual
M34/5701-M1,96,0.99,Annual
M34/5719-M1,96,0.96,Annual
M34/5720-M1,96,0.83,Annual
M34/5721-M1,96,0.98,Annual
M34/5724-M1,96,0.69,Annual
M34/5737-M1,96,0.93,Annual
M34/5738-M1,96,0.96,Annual
M34/5739-M1,96,0.96,Annual
M34/5740-M1,0,0.92,Annual
M34/5741-M1,96,0.89,Annual
M34/5748-M1,96,0.99,Annual
M34/5781-M1,96,0.99,Annual
M34/5978-M1,96,0.92,Annual
M34/5980-M1,96,0.99,Annual
M35/0008-M1,96,0.99,Annual
M35/0045-M1,96,0.66,Annual
M35/0048-M1,96,0.99,Annual
M35/0049-M1,96,0.99,Annual
M35/0050-M1,96,0.93,Annual
M35/0059-M1,96,0.86,Annual
M35/0060-M1,96,0.99,Annual
M35/0073-M1,0,0.9,Annual
M35/0115-M1,96,0.99,Annual
M35/0122-M1,96,0.86,Annual
M35/0129-M1,96,0.99,Annual
M35/0131-M1,96,0.82,Annual
M35/0138-M1,96,0.98,Annual
M35/0139-M1,96,0.96,Annual
M35/0146-M1,96,0.61,Annual
M35/0148-M1,96,0.97,Annual
M35/0162-M1,96,0.99,Annual
M35/0199-M1,96,0.97,Annual
M35/0200-M1,96,0.99,Annual
M35/0204-M1,96,,Qtr4
M35/0207-M1,96,0.6,Annual
M35/0242-M1,96,nan,Qtr2
M35/0257-M1,96,nan,Qtr3
M35/0260-M1,96,0.8,Annual
M35/0271-M1,96,0.69,Annual
M35/0326-M1,96,0.83,Annual
M35/0335-M1,96,0.84,Annual
M35/0350-M1,96,0.9,Annual
M35/0365-M1,96,0.99,Annual
M35/0367-M1,96,0.87,Annual
M35/0403-M1,96,0.98,Annual
M35/0450-M1,96,0.95,Annual
M35/0451-M1,96,0.95,Annual
M35/0452-M1,96,0.96,Annual
M35/0469-M1,96,0.99,Annual
M35/0528-M1,96,0.82,Annual
M35/0529-M1,96,0.93,Annual
M35/0545-M1,96,0.93,Annual
M35/0548-M1,96,0.94,Annual
M35/0559-M1,96,0.93,Annual
M35/0584-M1,96,0.98,Annual
M35/0610-M1,96,0.89,Annual
M35/0614-M1,96,0.79,Annual
M35/0618-M1,96,0.7,Annual
M35/0619-M1,96,0.77,Annual
M35/0624-M1,96,0.52,Annual
M35/0626-M1,96,0.99,Annual
M35/0635-M1,96,0.99,Annual
M35/0638-M1,96,0.89,Annual
M35/0647-M1,96,0.98,Annual
M35/0665-M1,96,0.92,Annual
M35/0673-M1,96,0.92,Annual
M35/0677-M1,96,0.99,Annual
M35/0701-M1,96,0.71,Annual
M35/0702-M1,96,0.99,Annual
M35/0737-M1,96,0.87,Annual
M35/0788-M1,96,0.96,Annual
M35/0801-M1,96,0.97,Annual
M35/0914-M1,96,nan,Qtr1
M35/0925-M1,96,0.99,Annual
M35/0947-M1,96,nan,Qtr3
M35/0953-M1,96,0.99,Annual
M35/0960-M1,96,0.8,Annual
M35/10149-M1,96,0.83,Annual
M35/10153-M1,96,0.86,Annual
M35/10154-M1,96,0.92,Annual
M35/10178-M1,96,0.96,Annual
M35/10222-M1,96,0.99,Annual
M35/10233-M1,1,0.92,Annual
M35/1025-M1,96,0.99,Annual
M35/1050-M1,96,0.95,Annual
M35/10525-M1,96,0.93,Annual
M35/10555-M1,96,nan,Qtr1
M35/10618-M1,96,0.98,Annual
M35/10619-M1,96,nan,Qtr3
M35/10631-M1,96,0.85,Annual
M35/1068-M1,96,0.99,Annual
M35/10725-M1,96,0.85,Annual
M35/10751-M1,0,0.92,Annual
M35/10768-M1,96,0.92,Annual
M35/10985-M1,96,0.85,Annual
M35/10993-M1,96,0.99,Annual
M35/10994-M1,96,0.87,Annual
M35/10999-M1,96,0.75,Annual
M35/11002-M1,96,0.71,Annual
M35/11010-M1,96,0.95,Annual
M35/11012-M1,96,0.9,Annual
M35/11014-M1,96,0.93,Annual
M35/11019-M1,96,0.99,Annual
M35/11021-M1,96,0.99,Annual
M35/11027-M1,96,0.98,Annual
M35/11034-M1,96,0.95,Annual
M35/11035-M1,96,0.98,Annual
M35/1104-M1,96,0.99,Annual
M35/11040-M1,96,0.98,Annual
M35/11042-M1,96,0.73,Annual
M35/11043-M1,96,0.61,Annual
M35/11045-M1,96,0.98,Annual
M35/11078-M1,96,0.97,Annual
M35/11085-M1,0,0.92,Annual
M35/11113-M1,96,0.92,Annual
